Sensor_number,X,Y,Z,Year,Month,Day,Hour,Minute,Second,Temperature,Timestamp
5,2024,2,16,12,30,0,2024-02-16 12:30:00,0,1,1,33.166666666666664
5,2024,2,16,13,0,0,2024-02-16 13:00:00,0,1,1,32.33333333333333
5,2024,2,16,13,30,0,2024-02-16 13:30:00,0,1,1,31.5
5,2024,2,16,14,0,0,2024-02-16 14:00:00,0,1,1,30.666666666666664
5,2024,2,16,14,30,0,2024-02-16 14:30:00,0,1,1,29.833333333333332
5,2024,2,16,15,0,0,2024-02-16 15:00:00,0,1,1,29.0
5,2024,2,16,15,30,0,2024-02-16 15:30:00,0,1,1,28.166666666666664
5,2024,2,16,16,0,0,2024-02-16 16:00:00,0,1,1,27.333333333333332
5,2024,2,16,16,30,0,2024-02-16 16:30:00,0,1,1,26.5
5,2024,2,16,17,0,0,2024-02-16 17:00:00,0,1,1,25.666666666666664
5,2024,2,16,17,30,0,2024-02-16 17:30:00,0,1,1,24.833333333333332
5,2024,2,16,18,0,0,2024-02-16 18:00:00,0,1,1,24.0
5,2024,2,16,18,30,0,2024-02-16 18:30:00,0,1,1,23.166666666666664
5,2024,2,16,19,0,0,2024-02-16 19:00:00,0,1,1,22.333333333333332
5,2024,2,16,19,30,0,2024-02-16 19:30:00,0,1,1,21.5
5,2024,2,16,20,0,0,2024-02-16 20:00:00,0,1,1,20.666666666666664
5,2024,2,16,20,30,0,2024-02-16 20:30:00,0,1,1,19.83333333333333
5,2024,2,16,21,0,0,2024-02-16 21:00:00,0,1,1,19.0
5,2024,2,16,21,30,0,2024-02-16 21:30:00,0,1,1,18.166666666666664
5,2024,2,16,22,0,0,2024-02-16 22:00:00,0,1,1,17.33333333333333
5,2024,2,16,22,30,0,2024-02-16 22:30:00,0,1,1,16.5
5,2024,2,16,23,0,0,2024-02-16 23:00:00,0,1,1,15.666666666666664
5,2024,2,16,23,30,0,2024-02-16 23:30:00,0,1,1,14.833333333333329
5,2024,2,17,0,0,0,2024-02-17 00:00:00,0,1,1,25.0
5,2024,2,17,0,30,0,2024-02-17 00:30:00,0,1,1,25.375
5,2024,2,17,1,0,0,2024-02-17 01:00:00,0,1,1,25.75
5,2024,2,17,1,30,0,2024-02-17 01:30:00,0,1,1,26.125
5,2024,2,17,2,0,0,2024-02-17 02:00:00,0,1,1,26.5
5,2024,2,17,2,30,0,2024-02-17 02:30:00,0,1,1,26.875
5,2024,2,17,3,0,0,2024-02-17 03:00:00,0,1,1,27.25
5,2024,2,17,3,30,0,2024-02-17 03:30:00,0,1,1,27.625
5,2024,2,17,4,0,0,2024-02-17 04:00:00,0,1,1,28.0
5,2024,2,17,4,30,0,2024-02-17 04:30:00,0,1,1,28.375
5,2024,2,17,5,0,0,2024-02-17 05:00:00,0,1,1,28.75
5,2024,2,17,5,30,0,2024-02-17 05:30:00,0,1,1,29.125
5,2024,2,17,6,0,0,2024-02-17 06:00:00,0,1,1,29.5
5,2024,2,17,6,30,0,2024-02-17 06:30:00,0,1,1,29.875
5,2024,2,17,7,0,0,2024-02-17 07:00:00,0,1,1,30.25
5,2024,2,17,7,30,0,2024-02-17 07:30:00,0,1,1,30.625
5,2024,2,17,8,0,0,2024-02-17 08:00:00,0,1,1,74.0
5,2024,2,17,8,30,0,2024-02-17 08:30:00,0,1,1,76.75
5,2024,2,17,9,0,0,2024-02-17 09:00:00,0,1,1,79.5
5,2024,2,17,9,30,0,2024-02-17 09:30:00,0,1,1,82.25
5,2024,2,17,10,0,0,2024-02-17 10:00:00,0,1,1,85.0
5,2024,2,17,10,30,0,2024-02-17 10:30:00,0,1,1,87.75
5,2024,2,17,11,0,0,2024-02-17 11:00:00,0,1,1,90.5
5,2024,2,17,11,30,0,2024-02-17 11:30:00,0,1,1,93.25
5,2024,2,17,12,0,0,2024-02-17 12:00:00,0,1,1,36.0
5,2024,2,17,12,30,0,2024-02-17 12:30:00,0,1,1,35.333333333333336
5,2024,2,17,13,0,0,2024-02-17 13:00:00,0,1,1,34.66666666666667
5,2024,2,17,13,30,0,2024-02-17 13:30:00,0,1,1,34.0
5,2024,2,17,14,0,0,2024-02-17 14:00:00,0,1,1,33.333333333333336
5,2024,2,17,14,30,0,2024-02-17 14:30:00,0,1,1,32.66666666666667
5,2024,2,17,15,0,0,2024-02-17 15:00:00,0,1,1,32.0
5,2024,2,17,15,30,0,2024-02-17 15:30:00,0,1,1,31.333333333333336
5,2024,2,17,16,0,0,2024-02-17 16:00:00,0,1,1,30.666666666666668
5,2024,2,17,16,30,0,2024-02-17 16:30:00,0,1,1,30.0
5,2024,2,17,17,0,0,2024-02-17 17:00:00,0,1,1,29.333333333333336
5,2024,2,17,17,30,0,2024-02-17 17:30:00,0,1,1,28.666666666666668
5,2024,2,17,18,0,0,2024-02-17 18:00:00,0,1,1,28.0
5,2024,2,17,18,30,0,2024-02-17 18:30:00,0,1,1,27.333333333333336
5,2024,2,17,19,0,0,2024-02-17 19:00:00,0,1,1,26.666666666666668
5,2024,2,17,19,30,0,2024-02-17 19:30:00,0,1,1,26.0
5,2024,2,17,20,0,0,2024-02-17 20:00:00,0,1,1,25.333333333333336
5,2024,2,17,20,30,0,2024-02-17 20:30:00,0,1,1,24.666666666666668
5,2024,2,17,21,0,0,2024-02-17 21:00:00,0,1,1,24.0
5,2024,2,17,21,30,0,2024-02-17 21:30:00,0,1,1,23.333333333333336
5,2024,2,17,22,0,0,2024-02-17 22:00:00,0,1,1,22.666666666666668
5,2024,2,17,22,30,0,2024-02-17 22:30:00,0,1,1,22.0
5,2024,2,17,23,0,0,2024-02-17 23:00:00,0,1,1,21.333333333333336
5,2024,2,17,23,30,0,2024-02-17 23:30:00,0,1,1,20.666666666666668
5,2024,2,18,0,0,0,2024-02-18 00:00:00,0,1,1,25.0
5,2024,2,18,0,30,0,2024-02-18 00:30:00,0,1,1,25.4375
5,2024,2,18,1,0,0,2024-02-18 01:00:00,0,1,1,25.875
5,2024,2,18,1,30,0,2024-02-18 01:30:00,0,1,1,26.3125
5,2024,2,18,2,0,0,2024-02-18 02:00:00,0,1,1,26.75
5,2024,2,18,2,30,0,2024-02-18 02:30:00,0,1,1,27.1875
5,2024,2,18,3,0,0,2024-02-18 03:00:00,0,1,1,27.625
5,2024,2,18,3,30,0,2024-02-18 03:30:00,0,1,1,28.0625
5,2024,2,18,4,0,0,2024-02-18 04:00:00,0,1,1,28.5
5,2024,2,18,4,30,0,2024-02-18 04:30:00,0,1,1,28.9375
5,2024,2,18,5,0,0,2024-02-18 05:00:00,0,1,1,29.375
5,2024,2,18,5,30,0,2024-02-18 05:30:00,0,1,1,29.8125
5,2024,2,18,6,0,0,2024-02-18 06:00:00,0,1,1,30.25
5,2024,2,18,6,30,0,2024-02-18 06:30:00,0,1,1,30.6875
5,2024,2,18,7,0,0,2024-02-18 07:00:00,0,1,1,31.125
5,2024,2,18,7,30,0,2024-02-18 07:30:00,0,1,1,31.5625
5,2024,2,18,8,0,0,2024-02-18 08:00:00,0,1,1,79.0
5,2024,2,18,8,30,0,2024-02-18 08:30:00,0,1,1,82.0
5,2024,2,18,9,0,0,2024-02-18 09:00:00,0,1,1,85.0
5,2024,2,18,9,30,0,2024-02-18 09:30:00,0,1,1,88.0
5,2024,2,18,10,0,0,2024-02-18 10:00:00,0,1,1,91.0
5,2024,2,18,10,30,0,2024-02-18 10:30:00,0,1,1,94.0
5,2024,2,18,11,0,0,2024-02-18 11:00:00,0,1,1,97.0
5,2024,2,18,11,30,0,2024-02-18 11:30:00,0,1,1,100.0
5,2024,2,18,12,0,0,2024-02-18 12:00:00,0,1,1,37.0
5,2024,2,18,12,30,0,2024-02-18 12:30:00,0,1,1,36.25
5,2024,2,18,13,0,0,2024-02-18 13:00:00,0,1,1,35.5
5,2024,2,18,13,30,0,2024-02-18 13:30:00,0,1,1,34.75
5,2024,2,18,14,0,0,2024-02-18 14:00:00,0,1,1,34.0
5,2024,2,18,14,30,0,2024-02-18 14:30:00,0,1,1,33.25
5,2024,2,18,15,0,0,2024-02-18 15:00:00,0,1,1,32.5
5,2024,2,18,15,30,0,2024-02-18 15:30:00,0,1,1,31.75
5,2024,2,18,16,0,0,2024-02-18 16:00:00,0,1,1,31.0
5,2024,2,18,16,30,0,2024-02-18 16:30:00,0,1,1,30.25
5,2024,2,18,17,0,0,2024-02-18 17:00:00,0,1,1,29.5
5,2024,2,18,17,30,0,2024-02-18 17:30:00,0,1,1,28.75
5,2024,2,18,18,0,0,2024-02-18 18:00:00,0,1,1,28.0
5,2024,2,18,18,30,0,2024-02-18 18:30:00,0,1,1,27.25
5,2024,2,18,19,0,0,2024-02-18 19:00:00,0,1,1,26.5
5,2024,2,18,19,30,0,2024-02-18 19:30:00,0,1,1,25.75
5,2024,2,18,20,0,0,2024-02-18 20:00:00,0,1,1,25.0
5,2024,2,18,20,30,0,2024-02-18 20:30:00,0,1,1,24.25
5,2024,2,18,21,0,0,2024-02-18 21:00:00,0,1,1,23.5
5,2024,2,18,21,30,0,2024-02-18 21:30:00,0,1,1,22.75
5,2024,2,18,22,0,0,2024-02-18 22:00:00,0,1,1,22.0
5,2024,2,18,22,30,0,2024-02-18 22:30:00,0,1,1,21.25
5,2024,2,18,23,0,0,2024-02-18 23:00:00,0,1,1,20.5
5,2024,2,18,23,30,0,2024-02-18 23:30:00,0,1,1,19.75
5,2024,2,19,0,0,0,2024-02-19 00:00:00,0,1,1,25.0
5,2024,2,19,0,30,0,2024-02-19 00:30:00,0,1,1,25.5625
5,2024,2,19,1,0,0,2024-02-19 01:00:00,0,1,1,26.125
5,2024,2,19,1,30,0,2024-02-19 01:30:00,0,1,1,26.6875
5,2024,2,19,2,0,0,2024-02-19 02:00:00,0,1,1,27.25
5,2024,2,19,2,30,0,2024-02-19 02:30:00,0,1,1,27.8125
5,2024,2,19,3,0,0,2024-02-19 03:00:00,0,1,1,28.375
5,2024,2,19,3,30,0,2024-02-19 03:30:00,0,1,1,28.9375
5,2024,2,19,4,0,0,2024-02-19 04:00:00,0,1,1,29.5
5,2024,2,19,4,30,0,2024-02-19 04:30:00,0,1,1,30.0625
5,2024,2,19,5,0,0,2024-02-19 05:00:00,0,1,1,30.625
5,2024,2,19,5,30,0,2024-02-19 05:30:00,0,1,1,31.1875
5,2024,2,19,6,0,0,2024-02-19 06:00:00,0,1,1,31.75
5,2024,2,19,6,30,0,2024-02-19 06:30:00,0,1,1,32.3125
5,2024,2,19,7,0,0,2024-02-19 07:00:00,0,1,1,32.875
5,2024,2,19,7,30,0,2024-02-19 07:30:00,0,1,1,33.4375
5,2024,2,19,8,0,0,2024-02-19 08:00:00,0,1,1,86.0
5,2024,2,19,8,30,0,2024-02-19 08:30:00,0,1,1,89.25
5,2024,2,19,9,0,0,2024-02-19 09:00:00,0,1,1,92.5
5,2024,2,19,9,30,0,2024-02-19 09:30:00,0,1,1,95.75
5,2024,2,19,10,0,0,2024-02-19 10:00:00,0,1,1,99.0
5,2024,2,19,10,30,0,2024-02-19 10:30:00,0,1,1,102.25
5,2024,2,19,11,0,0,2024-02-19 11:00:00,0,1,1,105.5
5,2024,2,19,11,30,0,2024-02-19 11:30:00,0,1,1,108.75
5,2024,2,19,12,0,0,2024-02-19 12:00:00,0,1,1,41.0
5,2024,2,19,12,30,0,2024-02-19 12:30:00,0,1,1,40.25
5,2024,2,19,13,0,0,2024-02-19 13:00:00,0,1,1,39.5
5,2024,2,19,13,30,0,2024-02-19 13:30:00,0,1,1,38.75
5,2024,2,19,14,0,0,2024-02-19 14:00:00,0,1,1,38.0
5,2024,2,19,14,30,0,2024-02-19 14:30:00,0,1,1,37.25
5,2024,2,19,15,0,0,2024-02-19 15:00:00,0,1,1,36.5
5,2024,2,19,15,30,0,2024-02-19 15:30:00,0,1,1,35.75
5,2024,2,19,16,0,0,2024-02-19 16:00:00,0,1,1,35.0
5,2024,2,19,16,30,0,2024-02-19 16:30:00,0,1,1,34.25
5,2024,2,19,17,0,0,2024-02-19 17:00:00,0,1,1,33.5
5,2024,2,19,17,30,0,2024-02-19 17:30:00,0,1,1,32.75
5,2024,2,19,18,0,0,2024-02-19 18:00:00,0,1,1,32.0
5,2024,2,19,18,30,0,2024-02-19 18:30:00,0,1,1,31.25
5,2024,2,19,19,0,0,2024-02-19 19:00:00,0,1,1,30.5
5,2024,2,19,19,30,0,2024-02-19 19:30:00,0,1,1,29.75
5,2024,2,19,20,0,0,2024-02-19 20:00:00,0,1,1,29.0
5,2024,2,19,20,30,0,2024-02-19 20:30:00,0,1,1,28.25
5,2024,2,19,21,0,0,2024-02-19 21:00:00,0,1,1,27.5
5,2024,2,19,21,30,0,2024-02-19 21:30:00,0,1,1,26.75
5,2024,2,19,22,0,0,2024-02-19 22:00:00,0,1,1,26.0
5,2024,2,19,22,30,0,2024-02-19 22:30:00,0,1,1,25.25
5,2024,2,19,23,0,0,2024-02-19 23:00:00,0,1,1,24.5
5,2024,2,19,23,30,0,2024-02-19 23:30:00,0,1,1,23.75
6,2024,2,15,0,0,0,2024-02-15 00:00:00,1,1,2,34.99
6,2024,2,15,0,30,0,2024-02-15 00:30:00,1,1,2,35.14
6,2024,2,15,1,0,0,2024-02-15 01:00:00,1,1,2,35.82
6,2024,2,15,1,30,0,2024-02-15 01:30:00,1,1,2,34.08
6,2024,2,15,2,0,0,2024-02-15 02:00:00,1,1,2,34.52
6,2024,2,15,2,30,0,2024-02-15 02:30:00,1,1,2,34.72
6,2024,2,15,3,0,0,2024-02-15 03:00:00,1,1,2,34.74
6,2024,2,15,3,30,0,2024-02-15 03:30:00,1,1,2,35.98
6,2024,2,15,4,0,0,2024-02-15 04:00:00,1,1,2,34.7
6,2024,2,15,4,30,0,2024-02-15 04:30:00,1,1,2,34.53
6,2024,2,15,5,0,0,2024-02-15 05:00:00,1,1,2,34.99
6,2024,2,15,5,30,0,2024-02-15 05:30:00,1,1,2,34.53
6,2024,2,15,6,0,0,2024-02-15 06:00:00,1,1,2,34.04
6,2024,2,15,6,30,0,2024-02-15 06:30:00,1,1,2,35.05
6,2024,2,15,7,0,0,2024-02-15 07:00:00,1,1,2,35.39
6,2024,2,15,7,30,0,2024-02-15 07:30:00,1,1,2,35.78
6,2024,2,15,8,0,0,2024-02-15 08:00:00,1,1,2,35.64
6,2024,2,15,8,30,0,2024-02-15 08:30:00,1,1,2,35.03
6,2024,2,15,9,0,0,2024-02-15 09:00:00,1,1,2,34.09
6,2024,2,15,9,30,0,2024-02-15 09:30:00,1,1,2,35.44
6,2024,2,15,10,0,0,2024-02-15 10:00:00,1,1,2,35.81
6,2024,2,15,10,30,0,2024-02-15 10:30:00,1,1,2,34.73
6,2024,2,15,11,0,0,2024-02-15 11:00:00,1,1,2,34.61
6,2024,2,15,11,30,0,2024-02-15 11:30:00,1,1,2,34.29
6,2024,2,15,12,0,0,2024-02-15 12:00:00,1,1,2,35.68
6,2024,2,15,12,30,0,2024-02-15 12:30:00,1,1,2,35.42
6,2024,2,15,13,0,0,2024-02-15 13:00:00,1,1,2,34.97
6,2024,2,15,13,30,0,2024-02-15 13:30:00,1,1,2,34.27
6,2024,2,15,14,0,0,2024-02-15 14:00:00,1,1,2,34.16
6,2024,2,15,14,30,0,2024-02-15 14:30:00,1,1,2,34.11
6,2024,2,15,15,0,0,2024-02-15 15:00:00,1,1,2,35.99
6,2024,2,15,15,30,0,2024-02-15 15:30:00,1,1,2,34.44
6,2024,2,15,16,0,0,2024-02-15 16:00:00,1,1,2,34.36
6,2024,2,15,16,30,0,2024-02-15 16:30:00,1,1,2,34.89
6,2024,2,15,17,0,0,2024-02-15 17:00:00,1,1,2,34.17
6,2024,2,15,17,30,0,2024-02-15 17:30:00,1,1,2,35.07
6,2024,2,15,18,0,0,2024-02-15 18:00:00,1,1,2,35.01
6,2024,2,15,18,30,0,2024-02-15 18:30:00,1,1,2,35.27
6,2024,2,15,19,0,0,2024-02-15 19:00:00,1,1,2,34.68
6,2024,2,15,19,30,0,2024-02-15 19:30:00,1,1,2,35.54
6,2024,2,15,20,0,0,2024-02-15 20:00:00,1,1,2,35.76
6,2024,2,15,20,30,0,2024-02-15 20:30:00,1,1,2,35.35
6,2024,2,15,21,0,0,2024-02-15 21:00:00,1,1,2,35.41
6,2024,2,15,21,30,0,2024-02-15 21:30:00,1,1,2,35.43
6,2024,2,15,22,0,0,2024-02-15 22:00:00,1,1,2,34.58
6,2024,2,15,22,30,0,2024-02-15 22:30:00,1,1,2,35.26
6,2024,2,15,23,0,0,2024-02-15 23:00:00,1,1,2,34.83
6,2024,2,15,23,30,0,2024-02-15 23:30:00,1,1,2,34.8
6,2024,2,16,0,0,0,2024-02-16 00:00:00,1,1,2,34.01
6,2024,2,16,0,30,0,2024-02-16 00:30:00,1,1,2,35.52
6,2024,2,16,1,0,0,2024-02-16 01:00:00,1,1,2,34.34
6,2024,2,16,1,30,0,2024-02-16 01:30:00,1,1,2,35.5
6,2024,2,16,2,0,0,2024-02-16 02:00:00,1,1,2,34.28
6,2024,2,16,2,30,0,2024-02-16 02:30:00,1,1,2,35.76
6,2024,2,16,3,0,0,2024-02-16 03:00:00,1,1,2,34.1
6,2024,2,16,3,30,0,2024-02-16 03:30:00,1,1,2,35.3
6,2024,2,16,4,0,0,2024-02-16 04:00:00,1,1,2,35.37
6,2024,2,16,4,30,0,2024-02-16 04:30:00,1,1,2,35.52
6,2024,2,16,5,0,0,2024-02-16 05:00:00,1,1,2,34.97
6,2024,2,16,5,30,0,2024-02-16 05:30:00,1,1,2,35.33
6,2024,2,16,6,0,0,2024-02-16 06:00:00,1,1,2,34.49
6,2024,2,16,6,30,0,2024-02-16 06:30:00,1,1,2,34.82
6,2024,2,16,7,0,0,2024-02-16 07:00:00,1,1,2,34.08
6,2024,2,16,7,30,0,2024-02-16 07:30:00,1,1,2,34.01
6,2024,2,16,8,0,0,2024-02-16 08:00:00,1,1,2,35.89
6,2024,2,16,8,30,0,2024-02-16 08:30:00,1,1,2,35.82
6,2024,2,16,9,0,0,2024-02-16 09:00:00,1,1,2,35.94
6,2024,2,16,9,30,0,2024-02-16 09:30:00,1,1,2,35.22
6,2024,2,16,10,0,0,2024-02-16 10:00:00,1,1,2,34.81
6,2024,2,16,10,30,0,2024-02-16 10:30:00,1,1,2,35.95
6,2024,2,16,11,0,0,2024-02-16 11:00:00,1,1,2,35.06
6,2024,2,16,11,30,0,2024-02-16 11:30:00,1,1,2,34.05
6,2024,2,16,12,0,0,2024-02-16 12:00:00,1,1,2,35.68
6,2024,2,16,12,30,0,2024-02-16 12:30:00,1,1,2,34.5
6,2024,2,16,13,0,0,2024-02-16 13:00:00,1,1,2,34.31
6,2024,2,16,13,30,0,2024-02-16 13:30:00,1,1,2,34.74
6,2024,2,16,14,0,0,2024-02-16 14:00:00,1,1,2,34.17
6,2024,2,16,14,30,0,2024-02-16 14:30:00,1,1,2,35.56
6,2024,2,16,15,0,0,2024-02-16 15:00:00,1,1,2,35.52
6,2024,2,16,15,30,0,2024-02-16 15:30:00,1,1,2,34.07
6,2024,2,16,16,0,0,2024-02-16 16:00:00,1,1,2,35.86
6,2024,2,16,16,30,0,2024-02-16 16:30:00,1,1,2,34.46
6,2024,2,16,17,0,0,2024-02-16 17:00:00,1,1,2,34.35
6,2024,2,16,17,30,0,2024-02-16 17:30:00,1,1,2,34.87
6,2024,2,16,18,0,0,2024-02-16 18:00:00,1,1,2,34.54
6,2024,2,16,18,30,0,2024-02-16 18:30:00,1,1,2,35.7
6,2024,2,16,19,0,0,2024-02-16 19:00:00,1,1,2,35.83
6,2024,2,16,19,30,0,2024-02-16 19:30:00,1,1,2,35.89
6,2024,2,16,20,0,0,2024-02-16 20:00:00,1,1,2,35.81
6,2024,2,16,20,30,0,2024-02-16 20:30:00,1,1,2,35.35
6,2024,2,16,21,0,0,2024-02-16 21:00:00,1,1,2,34.37
6,2024,2,16,21,30,0,2024-02-16 21:30:00,1,1,2,34.05
6,2024,2,16,22,0,0,2024-02-16 22:00:00,1,1,2,34.63
6,2024,2,16,22,30,0,2024-02-16 22:30:00,1,1,2,34.38
6,2024,2,16,23,0,0,2024-02-16 23:00:00,1,1,2,34.79
6,2024,2,16,23,30,0,2024-02-16 23:30:00,1,1,2,34.7
6,2024,2,17,0,0,0,2024-02-17 00:00:00,1,1,2,35.8
6,2024,2,17,0,30,0,2024-02-17 00:30:00,1,1,2,36.0
6,2024,2,17,1,0,0,2024-02-17 01:00:00,1,1,2,35.17
6,2024,2,17,1,30,0,2024-02-17 01:30:00,1,1,2,34.27
6,2024,2,17,2,0,0,2024-02-17 02:00:00,1,1,2,35.68
6,2024,2,17,2,30,0,2024-02-17 02:30:00,1,1,2,35.57
6,2024,2,17,3,0,0,2024-02-17 03:00:00,1,1,2,35.11
6,2024,2,17,3,30,0,2024-02-17 03:30:00,1,1,2,34.61
6,2024,2,17,4,0,0,2024-02-17 04:00:00,1,1,2,34.62
6,2024,2,17,4,30,0,2024-02-17 04:30:00,1,1,2,34.28
6,2024,2,17,5,0,0,2024-02-17 05:00:00,1,1,2,35.24
6,2024,2,17,5,30,0,2024-02-17 05:30:00,1,1,2,35.98
6,2024,2,17,6,0,0,2024-02-17 06:00:00,1,1,2,34.24
6,2024,2,17,6,30,0,2024-02-17 06:30:00,1,1,2,34.96
6,2024,2,17,7,0,0,2024-02-17 07:00:00,1,1,2,34.15
6,2024,2,17,7,30,0,2024-02-17 07:30:00,1,1,2,35.85
6,2024,2,17,8,0,0,2024-02-17 08:00:00,1,1,2,35.08
6,2024,2,17,8,30,0,2024-02-17 08:30:00,1,1,2,35.7
6,2024,2,17,9,0,0,2024-02-17 09:00:00,1,1,2,34.1
6,2024,2,17,9,30,0,2024-02-17 09:30:00,1,1,2,35.26
6,2024,2,17,10,0,0,2024-02-17 10:00:00,1,1,2,35.93
6,2024,2,17,10,30,0,2024-02-17 10:30:00,1,1,2,34.64
6,2024,2,17,11,0,0,2024-02-17 11:00:00,1,1,2,35.02
6,2024,2,17,11,30,0,2024-02-17 11:30:00,1,1,2,35.76
6,2024,2,17,12,0,0,2024-02-17 12:00:00,1,1,2,34.56
6,2024,2,17,12,30,0,2024-02-17 12:30:00,1,1,2,35.54
6,2024,2,17,13,0,0,2024-02-17 13:00:00,1,1,2,34.9
6,2024,2,17,13,30,0,2024-02-17 13:30:00,1,1,2,35.15
6,2024,2,17,14,0,0,2024-02-17 14:00:00,1,1,2,34.01
6,2024,2,17,14,30,0,2024-02-17 14:30:00,1,1,2,34.46
6,2024,2,17,15,0,0,2024-02-17 15:00:00,1,1,2,34.01
6,2024,2,17,15,30,0,2024-02-17 15:30:00,1,1,2,35.23
6,2024,2,17,16,0,0,2024-02-17 16:00:00,1,1,2,34.77
6,2024,2,17,16,30,0,2024-02-17 16:30:00,1,1,2,34.44
6,2024,2,17,17,0,0,2024-02-17 17:00:00,1,1,2,35.88
6,2024,2,17,17,30,0,2024-02-17 17:30:00,1,1,2,34.58
6,2024,2,17,18,0,0,2024-02-17 18:00:00,1,1,2,34.37
6,2024,2,17,18,30,0,2024-02-17 18:30:00,1,1,2,35.9
6,2024,2,17,19,0,0,2024-02-17 19:00:00,1,1,2,35.94
6,2024,2,17,19,30,0,2024-02-17 19:30:00,1,1,2,34.01
6,2024,2,17,20,0,0,2024-02-17 20:00:00,1,1,2,35.7
6,2024,2,17,20,30,0,2024-02-17 20:30:00,1,1,2,34.7
6,2024,2,17,21,0,0,2024-02-17 21:00:00,1,1,2,34.25
6,2024,2,17,21,30,0,2024-02-17 21:30:00,1,1,2,34.26
6,2024,2,17,22,0,0,2024-02-17 22:00:00,1,1,2,34.6
6,2024,2,17,22,30,0,2024-02-17 22:30:00,1,1,2,35.22
6,2024,2,17,23,0,0,2024-02-17 23:00:00,1,1,2,34.48
6,2024,2,17,23,30,0,2024-02-17 23:30:00,1,1,2,34.11
6,2024,2,18,0,0,0,2024-02-18 00:00:00,1,1,2,34.41
6,2024,2,18,0,30,0,2024-02-18 00:30:00,1,1,2,35.66
6,2024,2,18,1,0,0,2024-02-18 01:00:00,1,1,2,35.9
6,2024,2,18,1,30,0,2024-02-18 01:30:00,1,1,2,35.77
6,2024,2,18,2,0,0,2024-02-18 02:00:00,1,1,2,35.47
6,2024,2,18,2,30,0,2024-02-18 02:30:00,1,1,2,35.82
6,2024,2,18,3,0,0,2024-02-18 03:00:00,1,1,2,35.93
6,2024,2,18,3,30,0,2024-02-18 03:30:00,1,1,2,35.66
6,2024,2,18,4,0,0,2024-02-18 04:00:00,1,1,2,35.26
6,2024,2,18,4,30,0,2024-02-18 04:30:00,1,1,2,34.09
6,2024,2,18,5,0,0,2024-02-18 05:00:00,1,1,2,34.35
6,2024,2,18,5,30,0,2024-02-18 05:30:00,1,1,2,34.09
6,2024,2,18,6,0,0,2024-02-18 06:00:00,1,1,2,34.32
6,2024,2,18,6,30,0,2024-02-18 06:30:00,1,1,2,34.98
6,2024,2,18,7,0,0,2024-02-18 07:00:00,1,1,2,35.84
6,2024,2,18,7,30,0,2024-02-18 07:30:00,1,1,2,35.87
6,2024,2,18,8,0,0,2024-02-18 08:00:00,1,1,2,35.19
6,2024,2,18,8,30,0,2024-02-18 08:30:00,1,1,2,35.05
6,2024,2,18,9,0,0,2024-02-18 09:00:00,1,1,2,34.68
6,2024,2,18,9,30,0,2024-02-18 09:30:00,1,1,2,34.58
6,2024,2,18,10,0,0,2024-02-18 10:00:00,1,1,2,34.0
6,2024,2,18,10,30,0,2024-02-18 10:30:00,1,1,2,34.39
6,2024,2,18,11,0,0,2024-02-18 11:00:00,1,1,2,35.74
6,2024,2,18,11,30,0,2024-02-18 11:30:00,1,1,2,35.21
6,2024,2,18,12,0,0,2024-02-18 12:00:00,1,1,2,35.5
6,2024,2,18,12,30,0,2024-02-18 12:30:00,1,1,2,34.16
6,2024,2,18,13,0,0,2024-02-18 13:00:00,1,1,2,35.46
6,2024,2,18,13,30,0,2024-02-18 13:30:00,1,1,2,35.75
6,2024,2,18,14,0,0,2024-02-18 14:00:00,1,1,2,35.35
6,2024,2,18,14,30,0,2024-02-18 14:30:00,1,1,2,35.29
6,2024,2,18,15,0,0,2024-02-18 15:00:00,1,1,2,34.16
6,2024,2,18,15,30,0,2024-02-18 15:30:00,1,1,2,35.24
6,2024,2,18,16,0,0,2024-02-18 16:00:00,1,1,2,34.12
6,2024,2,18,16,30,0,2024-02-18 16:30:00,1,1,2,34.29
6,2024,2,18,17,0,0,2024-02-18 17:00:00,1,1,2,35.1
6,2024,2,18,17,30,0,2024-02-18 17:30:00,1,1,2,35.34
6,2024,2,18,18,0,0,2024-02-18 18:00:00,1,1,2,34.99
6,2024,2,18,18,30,0,2024-02-18 18:30:00,1,1,2,34.32
6,2024,2,18,19,0,0,2024-02-18 19:00:00,1,1,2,34.04
6,2024,2,18,19,30,0,2024-02-18 19:30:00,1,1,2,35.33
6,2024,2,18,20,0,0,2024-02-18 20:00:00,1,1,2,34.94
6,2024,2,18,20,30,0,2024-02-18 20:30:00,1,1,2,34.99
6,2024,2,18,21,0,0,2024-02-18 21:00:00,1,1,2,34.84
6,2024,2,18,21,30,0,2024-02-18 21:30:00,1,1,2,34.73
6,2024,2,18,22,0,0,2024-02-18 22:00:00,1,1,2,34.65
6,2024,2,18,22,30,0,2024-02-18 22:30:00,1,1,2,34.59
6,2024,2,18,23,0,0,2024-02-18 23:00:00,1,1,2,34.44
6,2024,2,18,23,30,0,2024-02-18 23:30:00,1,1,2,35.81
6,2024,2,19,0,0,0,2024-02-19 00:00:00,1,1,2,35.43
6,2024,2,19,0,30,0,2024-02-19 00:30:00,1,1,2,35.55
6,2024,2,19,1,0,0,2024-02-19 01:00:00,1,1,2,35.84
6,2024,2,19,1,30,0,2024-02-19 01:30:00,1,1,2,34.64
